trial,start_time,rt,correct,hint,fact_id,question,answer,easy_or_hard,alpha,cond,block
42,786239.0,929.0,True,False,39,väsynyt,tired,hard,0.3,Hint,2
43,790970.0,908.0,True,False,8,olut,beer,easy,0.3,Hint,2
44,794084.0,1451.0,True,False,39,väsynyt,tired,hard,0.3,Hint,2
45,798792.0,853.0,True,False,8,olut,beer,easy,0.3,Hint,2
46,801676.0,2073.0,True,False,4,vuosi,year,easy,0.35546875000000006,Hint,2
47,805747.0,771.0,True,False,26,kiireinen,busy,hard,0.3,Hint,2
48,808736.0,1937.0,True,False,29,sianliha,pork,hard,0.3,Hint,2
49,812973.0,1035.0,True,False,26,kiireinen,busy,hard,0.3,Hint,2
50,816189.0,1460.0,True,False,29,sianliha,pork,hard,0.3,Hint,2
51,819984.0,2322.0,True,False,33,vuorovesi,tide,hard,0.4078125,Hint,2
52,825487.0,921.0,True,False,23,ylpeä,proud,easy,0.3,Hint,2
53,829389.0,2360.0,True,False,47,päivänkakkara,daisy,hard,0.3,Hint,2
54,834453.0,1819.0,True,False,23,ylpeä,proud,easy,0.3,Hint,2
55,838559.0,553.0,True,False,47,päivänkakkara,daisy,hard,0.3,Hint,2
56,842954.0,1768.0,True,False,39,väsynyt,tired,hard,0.21171874999999996,Hint,2
57,846964.0,846.0,True,False,8,olut,beer,easy,0.20078124999999997,Hint,2
58,849776.0,850.0,True,False,5,neljä,four,easy,0.3,Hint,2
59,852674.0,4216.0,True,False,30,vasikanliha,veal,hard,0.46171875,Hint,2
60,859075.0,2187.0,False,False,5,neljä,four,easy,0.3,Hint,2
61,861457.0,1844.0,False,True,5,neljä,four,easy,0.39921875,Hint,2
62,864757.0,1608.0,True,False,26,kiireinen,busy,hard,0.20078124999999997,Hint,2
63,868628.0,1480.0,True,False,29,sianliha,pork,hard,0.20078124999999997,Hint,2
64,872283.0,1378.0,True,False,42,aurinkoinen,sunny,hard,0.3,Hint,2
65,878079.0,2928.0,True,False,30,vasikanliha,veal,hard,0.5109375,Hint,2
66,883371.0,964.0,True,False,42,aurinkoinen,sunny,hard,0.3,Hint,2
67,887117.0,1078.0,True,False,5,neljä,four,easy,0.3984375,Hint,2
68,890089.0,3602.0,True,False,23,ylpeä,proud,easy,0.39921875,Hint,2
69,897233.0,inf,True,False,30,vasikanliha,veal,hard,0.5179687500000001,Hint,2
70,903527.0,2626.0,True,False,47,päivänkakkara,daisy,hard,0.30546875,Hint,2
71,909038.0,10155.0,False,False,33,vuorovesi,tide,hard,0.41171875,Hint,2
72,919328.0,951.0,True,True,33,vuorovesi,tide,hard,0.4109375,Hint,2
73,922259.0,1701.0,True,False,23,ylpeä,proud,easy,0.3,Hint,2
74,926118.0,5103.0,True,False,30,vasikanliha,veal,hard,0.51875,Hint,2
75,933351.0,1649.0,True,False,5,neljä,four,easy,0.29921875000000003,Hint,2
76,936952.0,877.0,True,False,42,aurinkoinen,sunny,hard,0.20078124999999997,Hint,2
77,940771.0,inf,False,False,4,vuosi,year,easy,0.40468750000000003,Hint,2
78,947424.0,5212.0,True,False,38,kateellisuus,envy,hard,0.3,Hint,2
79,955567.0,2151.0,True,False,30,vasikanliha,veal,hard,0.5179687500000001,Hint,2
80,960192.0,1205.0,True,False,38,kateellisuus,envy,hard,0.3,Hint,2
81,963675.0,960.0,True,False,44,sairaanhoitaja,nurse,hard,0.3,Hint,2
82,966767.0,893.0,True,False,21,pilvi,cloud,easy,0.3,Hint,2
83,969856.0,895.0,True,False,44,sairaanhoitaja,nurse,hard,0.3,Hint,2
84,974135.0,711.0,True,False,21,pilvi,cloud,easy,0.3,Hint,2
85,977034.0,2826.0,True,False,4,vuosi,year,easy,0.4117187500000001,Hint,2
86,981846.0,769.0,True,False,16,pieni,small,easy,0.3,Hint,2
87,984817.0,1635.0,True,False,35,kantapää,heel,hard,0.3,Hint,2
88,990393.0,832.0,True,False,16,pieni,small,easy,0.3,Hint,2
89,993421.0,inf,True,False,35,kantapää,heel,hard,0.3,Hint,2
90,996857.0,1457.0,True,False,30,vasikanliha,veal,hard,0.5171875000000001,Hint,2
91,1001224.0,1339.0,True,False,47,päivänkakkara,daisy,hard,0.20625,Hint,2
92,1005179.0,814.0,True,False,24,lapsi,child,easy,0.3,Hint,2
93,1008151.0,1288.0,True,False,38,kateellisuus,envy,hard,0.20078124999999997,Hint,2
94,1011741.0,1509.0,True,False,24,lapsi,child,easy,0.3,Hint,2
95,1015413.0,892.0,True,False,44,sairaanhoitaja,nurse,hard,0.20078124999999997,Hint,2
96,1018403.0,1174.0,True,False,21,pilvi,cloud,easy,0.20078124999999997,Hint,2
97,1023004.0,1998.0,True,False,33,vuorovesi,tide,hard,0.39921875,Hint,2
98,1027248.0,6328.0,False,False,27,naudanliha,beef,hard,0.41953125,Hint,2
99,1034283.0,1068.0,True,True,27,naudanliha,beef,hard,0.32031250000000006,Hint,2
100,1037349.0,838.0,True,False,16,pieni,small,easy,0.20078124999999997,Hint,2
101,1040364.0,1908.0,True,False,30,vasikanliha,veal,hard,0.5007812500000002,Hint,2
102,1044384.0,1239.0,True,False,35,kantapää,heel,hard,0.20078124999999997,Hint,2
103,1047694.0,1086.0,True,False,4,vuosi,year,easy,0.3625000000000001,Hint,2
104,1050865.0,995.0,True,False,24,lapsi,child,easy,0.20078124999999997,Hint,2
105,1053940.0,2197.0,True,False,22,lyhyt,short,easy,0.2859375,Hint,2
106,1059103.0,inf,True,False,23,ylpeä,proud,easy,0.39921875,Hint,2
107,1065252.0,895.0,True,False,9,lumi,snow,easy,0.10156249999999996,Hint,2
108,1068242.0,1081.0,True,False,23,ylpeä,proud,easy,0.3984375,Hint,2
109,1073861.0,1576.0,True,False,30,vasikanliha,veal,hard,0.4625000000000002,Hint,2
110,1077802.0,941.0,True,False,41,onnellinen,happy,hard,0.10156249999999996,Hint,2
111,1081051.0,1892.0,True,False,33,vuorovesi,tide,hard,0.38125000000000003,Hint,2
112,1085173.0,3136.0,True,False,5,neljä,four,easy,0.37343750000000003,Hint,2
113,1090252.0,1043.0,True,False,23,ylpeä,proud,easy,0.39765625,Hint,2
114,1093448.0,inf,True,False,5,neljä,four,easy,0.38515625000000003,Hint,2
115,1097289.0,902.0,True,False,2,pää,head,easy,0.10156249999999996,Hint,2
116,1100112.0,1524.0,True,False,14,kova,hard,easy,0.10156249999999996,Hint,2
